Application path: /php/app.php
2024-05-27 17:07:56 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON has a deprecated constructor on line 115 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:07:56 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 781 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:07:56 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 795 in W:\domains\test.com\php\lib\JSON.php
Application path: /php/app.php?install
2024-05-27 17:07:56 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON has a deprecated constructor on line 115 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:07:56 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 781 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:07:56 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 795 in W:\domains\test.com\php\lib\JSON.php
Application path: /php/app.php?login
2024-05-27 17:07:56 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON has a deprecated constructor on line 115 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:07:56 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 781 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:07:56 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 795 in W:\domains\test.com\php\lib\JSON.php
Application path: /php/app.php?install
2024-05-27 17:07:56 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON has a deprecated constructor on line 115 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:07:56 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 781 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:07:56 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 795 in W:\domains\test.com\php\lib\JSON.php
Application path: /php/app.php?install-wizard
2024-05-27 17:07:59 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON has a deprecated constructor on line 115 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:07:59 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 781 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:07:59 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 795 in W:\domains\test.com\php\lib\JSON.php
Application path: /php/app.php?install-wizard-2
2024-05-27 17:08:19 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON has a deprecated constructor on line 115 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:19 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 781 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:19 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 795 in W:\domains\test.com\php\lib\JSON.php
Application path: /php/app.php?install-wizard-2
2024-05-27 17:08:19 [error] SQLSTATE[HY000] [1045] Access denied for user 'root'@'localhost' (using password: NO)
Stack trace:
W:\domains\test.com\php\service\Database.php:46 (Logger:error())
W:\domains\test.com\php\service\Database.php:64 (Database:connect())
W:\domains\test.com\php\service\Database.php:25 (Database:reconnect())
W:\domains\test.com\php\lib\Service.php:17 (Database:onRegister())
W:\domains\test.com\php\lib\ServiceContainer.php:47 (Service:setServiceContainer())
W:\domains\test.com\php\lib\Controller.php:33 (ServiceContainer:get())
W:\domains\test.com\php\controller\InstallController.php:74 (Controller:get())
W:\domains\test.com\php\app\Application.php:155 (InstallController:wizard2Action())
W:\domains\test.com\php\app\Application.php:79 (Application:runAction())
W:\domains\test.com\php\app.php:27 (Application:run())

2024-05-27 17:08:19 Undefined index: smtp on line 78 in W:\domains\test.com\views\admin\install-wizard-2.html
2024-05-27 17:08:19 Undefined index: smtp on line 151 in W:\domains\test.com\views\admin\install-wizard-2.html
Application path: /php/app.php?install-wizard-3
2024-05-27 17:08:31 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON has a deprecated constructor on line 115 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:31 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 781 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:31 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 795 in W:\domains\test.com\php\lib\JSON.php
Application path: /php/app.php?admin
2024-05-27 17:08:36 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON has a deprecated constructor on line 115 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:36 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 781 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:36 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 795 in W:\domains\test.com\php\lib\JSON.php
Application path: /php/app.php?admin-templates
2024-05-27 17:08:36 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON has a deprecated constructor on line 115 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:36 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 781 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:36 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 795 in W:\domains\test.com\php\lib\JSON.php
Application path: /php/app.php?canned-message-list
2024-05-27 17:08:36 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON has a deprecated constructor on line 115 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:36 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 781 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:36 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 795 in W:\domains\test.com\php\lib\JSON.php
Application path: /php/app.php?operator-online-users
2024-05-27 17:08:36 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON has a deprecated constructor on line 115 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:36 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 781 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:36 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 795 in W:\domains\test.com\php\lib\JSON.php
Application path: /php/app.php?config-get-settings
2024-05-27 17:08:36 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON has a deprecated constructor on line 115 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:36 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 781 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:36 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 795 in W:\domains\test.com\php\lib\JSON.php
Application path: /php/app.php?operator-list
2024-05-27 17:08:36 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON has a deprecated constructor on line 115 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:36 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 781 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:36 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 795 in W:\domains\test.com\php\lib\JSON.php
Application path: /php/app.php?operator-online-users
2024-05-27 17:08:41 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON has a deprecated constructor on line 115 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:41 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 781 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:41 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 795 in W:\domains\test.com\php\lib\JSON.php
Application path: /php/app.php?operator-online-users
2024-05-27 17:08:46 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON has a deprecated constructor on line 115 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:46 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 781 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:46 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 795 in W:\domains\test.com\php\lib\JSON.php
Application path: /php/app.php?operator-online-users
2024-05-27 17:08:52 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON has a deprecated constructor on line 115 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:52 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 781 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:52 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 795 in W:\domains\test.com\php\lib\JSON.php
Application path: /php/app.php?operator-online-users
2024-05-27 17:08:57 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON has a deprecated constructor on line 115 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:57 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 781 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:08:57 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 795 in W:\domains\test.com\php\lib\JSON.php
Application path: /php/app.php?operator-online-users
2024-05-27 17:09:02 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON has a deprecated constructor on line 115 in W:\domains\test.com\php\lib\JSON.php
2024-05-27 17:09:02 Methods with the same name as their class will not be constructors in a future version of PHP; Services_JSON_Error has a deprecated constructor on line 781 in W:\domains\test.com\php\lib\JSON.php
